Brand,Model,Selling_Price,Year,Owner,KM_Driven
Bajaj,Bajaj Pulsar 180,25000,2011,1st owner,43000
Bajaj,Bajaj Pulsar 180,50000,2014,1st owner,30000
Bajaj,Bajaj Pulsar 180,30000,2009,1st owner,17500
Bajaj,Bajaj Pulsar 180,72000,2017,1st owner,7850
Bajaj,Bajaj Pulsar 180,50000,2010,1st owner,70000
Hero,Hero Karizma [2003-2014],50000,2013,1st owner,38000
Hero,Hero Karizma [2003-2014],50000,2013,1st owner,38000
Hero,Hero Karizma 2014,35000,2013,1st owner,26000
Hero,Hero Karizma 2014,40000,2013,1st owner,30000
Hero,Hero Karizma 2014,30000,2014,2nd owner,51000
Hero,Hero Karizma 2014,45000,2014,1st owner,5555
Hero,Hero Karizma 2014,25000,2015,1st owner,40000
Honda,Honda CB Hornet 160R,80000,2019,1st owner,3000
Honda,Honda CB Hornet 160R,75000,2019,1st owner,11000
Honda,Honda CB Hornet 160R,60000,2018,1st owner,15000
Yamaha,Yamaha FZ S V 2.0,50000,2016,1st owner,40000
Yamaha,Yamaha FZ S V 2.0,80000,2019,1st owner,10000
Yamaha,Yamaha FZ S V 2.0,85000,2018,1st owner,50000
Yamaha,Yamaha FZ S V 2.0,90000,2018,1st owner,10500
Honda,Honda CB Hornet 160R,55000,2017,1st owner,14000
Honda,Honda CB Hornet 160R,56000,2017,2nd owner,13200
Honda,Honda CB Hornet 160R,70000,2017,1st owner,38000
Honda,Honda CB Hornet 160R,78500,2018,1st owner,17000
Honda,Honda CB Hornet 160R,70000,2017,1st owner,35000
Honda,Honda CB Hornet 160R,80000,2017,1st owner,18000
Honda,Honda CB Hornet 160R,70000,2017,1st owner,35000
Yamaha,Yamaha Fazer ,50000,2016,1st owner,8000
Honda,Honda CB Hornet 160R,65000,2016,1st owner,30000
Honda,Honda CB Hornet 160R,54786,2016,1st owner,25000
Honda,Honda CB Hornet 160R,48000,2016,2nd owner,25000
Yamaha,Yamaha Fazer FI V 2.0 [2016-2018],65000,2015,1st owner,23000
Yamaha,Yamaha Fazer FI V 2.0 [2016-2018],65000,2018,1st owner,3500
Bajaj,Bajaj Pulsar AS200,65000,2015,1st owner,15856
Bajaj,Bajaj Pulsar AS200,60000,2015,1st owner,50000
Bajaj,Bajaj Pulsar AS200,45000,2015,1st owner,48000
Bajaj,Bajaj Pulsar AS200,65000,2015,1st owner,33000
Honda,Honda CB Hornet 160R,60000,2017,1st owner,16500
Honda,Honda CB Hornet 160R,60000,2017,2nd owner,16008
Honda,Honda CB Hornet 160R,70000,2017,1st owner,240000
Honda,Honda CB Hornet 160R,70000,2017,1st owner,13000
Honda,Honda CB Hornet 160R,80000,2016,1st owner,100000
Honda,Honda CB Hornet 160R,75000,2016,1st owner,72000
Honda,Honda CB Hornet 160R,70000,2018,1st owner,7000
Hero,Hero Xtreme 200R,87000,2019,1st owner,3200
Hero,Hero Xtreme 200R,86000,2018,1st owner,12000
Bajaj,Bajaj Pulsar 220 F,52000,2012,1st owner,45000
Bajaj,Bajaj Pulsar 220 F,51000,2018,1st owner,24000
Honda,Honda CB Hornet 160R,95000,2019,1st owner,8000
Bajaj,Bajaj Avenger 220,90000,2019,1st owner,1300
Bajaj,Bajaj Avenger 220,75000,2019,1st owner,3500
Bajaj,Bajaj Avenger 220,72000,2018,1st owner,500
Bajaj,Bajaj Avenger 220 dtsi,60000,2017,1st owner,16600
Bajaj,Bajaj Avenger Street 220,45000,2013,1st owner,24000
Bajaj,Bajaj Avenger 220 dtsi,45000,2012,1st owner,27000
Bajaj,Bajaj Avenger Street 220,80000,2018,1st owner,21178
Bajaj,Bajaj Avenger Street 220,80000,2016,1st owner,7200
Bajaj,Bajaj Avenger Street 220,60000,2016,1st owner,29000
Bajaj,Bajaj Avenger Street 220,95000,2018,1st owner,23000
Bajaj,Bajaj Avenger Street 220,60000,2016,1st owner,17000
Bajaj,Bajaj Avenger Street 220,75000,2018,1st owner,12000
Hero,Hero Xpulse 200T,105000,2019,1st owner,2900
Bajaj,Bajaj Pulsar  NS 200,60000,2016,1st owner,25000
Bajaj,Bajaj Pulsar NS 200,50000,2014,1st owner,13000
Bajaj,Bajaj Pulsar NS 200,50000,2015,1st owner,45000
Bajaj,Bajaj Pulsar NS 200,45000,2014,1st owner,14500
Suzuki,Suzuki Gixxer SF Fi,100000,2019,1st owner,7000
Honda,Honda Karizma,35000,2013,1st owner,30000
Honda,Honda Karizma,31000,2012,1st owner,213000
Hero,Hero Xpulse 200,90000,2019,1st owner,8600
Hero,Hero Xpulse 200,100000,2019,1st owner,8500
Hero,Hero Xpulse 200,98000,2019,1st owner,8500
Hero,Hero Karizma ZMR,37000,2010,1st owner,27500
Hero,Hero Karizma ZMR,75000,2015,1st owner,11000
Hero,Hero Karizma ZMR,43000,2012,2nd owner,63000
Suzuki,Suzuki Intruder 150 Fi,100000,2018,1st owner,14500
Royal,Royal Enfield Bullet 350,105000,2018,1st owner,6000
Yamaha,Yamaha YZF R15 S,40000,2010,2nd owner,45000
Yamaha,Yamaha YZF R15 S,70000,2016,1st owner,8000
Yamaha,Yamaha YZF R15 S,85000,2017,1st owner,13000
Yamaha,Yamaha YZF R15 S,85000,2016,1st owner,26000
Yamaha,Yamaha YZF R15 S,70000,2017,1st owner,16000
Yamaha,Yamaha YZF R15 S,75000,2018,1st owner,36000
Yamaha,Yamaha YZF R15 [2011-2018],65000,2013,1st owner,11000
Yamaha,Yamaha YZF R15 [2011-2018],60000,2012,1st owner,22000
Yamaha,Yamaha YZF R15 [2011-2018],80000,2017,1st owner,27000
Yamaha,Yamaha YZF R15 [2011-2018],50000,2014,1st owner,1200
Yamaha,Yamaha YZF R15 [2011-2018],80000,2013,1st owner,30000
Honda,Honda CBR 150,65000,2016,1st owner,23500
Honda,Honda CBR 150,60000,2015,1st owner,32000
Bajaj,Bajaj Pulsar RS200,105000,2018,1st owner,5700
Honda,Honda CBR150 R,110000,2017,1st owner,11800
Honda,Honda CBR150 R,77000,2014,1st owner,38000
Yamaha,Yamaha FZ25,120000,2018,1st owner,39000
Yamaha,Yamaha FZ25,120000,2017,1st owner,9000
Yamaha,Yamaha FZ25,130000,2017,1st owner,4000
Yamaha,Yamaha FZ25,90000,2018,1st owner,8200
Yamaha,Yamaha FZ25,150000,2019,1st owner,2500
Yamaha,Yamaha FZ25,110000,2019,1st owner,10000
Yamaha,Yamaha FZ25,145000,2019,1st owner,4500
Mahindra,Mahindra Mojo XT300,115000,2018,1st owner,35000
Yamaha,Yamaha Fazer 25,115000,2018,1st owner,11000
Yamaha,Yamaha Fazer 25,120000,2018,1st owner,6000
Yamaha,Yamaha Fazer 25,145000,2018,2nd owner,4100
Yamaha,Yamaha YZF R15 V3,170000,2019,1st owner,1400
Royal,Royal Enfield Classic 350,135000,2019,1st owner,4100
Royal,Royal Enfield Classic 350,120000,2019,1st owner,11000
Royal,Royal Enfield Classic 350,115000,2017,1st owner,17000
Royal,Royal Enfield Classic 350,111000,2017,1st owner,17500
Royal,Royal Enfield Classic 350,110000,2015,1st owner,33000
Royal,Royal Enfield Classic 350,110000,2017,1st owner,26000
Royal,Royal Enfield Classic 350,100000,2015,1st owner,46500
Royal,Royal Enfield Classic Gunmetal Grey,150000,2018,1st owner,12000
Royal,Royal Enfield Classic Gunmetal Grey,150000,2018,1st owner,23000
Royal,Royal Enfield Classic Gunmetal Grey,140000,2018,1st owner,22000
Royal,Royal Enfield Classic Gunmetal Grey,135000,2018,1st owner,6100
Royal,Royal Enfield Classic Gunmetal Grey,180000,2018,1st owner,5814
Royal,Royal Enfield Classic Gunmetal Grey,140000,2018,1st owner,14000
Royal,Royal Enfield Thunder 350,125000,2015,1st owner,15000
Royal,Royal Enfield Thunder 350,120000,2018,1st owner,18000
Royal,Royal Enfield Thunder 350,115000,2018,1st owner,8700
Royal,Royal Enfield Thunder 350,105000,2013,1st owner,6900
Royal,Royal Enfield Classic Gunmetal Grey,190000,2020,1st owner,500
Royal,Royal Enfield Classic 500,100000,2013,1st owner,18000
Bajaj,Bajaj Dominar 400,145000,2019,1st owner,1200
Bajaj,Bajaj Dominar 400 [2018],170000,2018,1st owner,16000
Bajaj,Bajaj Dominar 400 [2018],150000,2018,1st owner,5475
Royal,Royal Enfield Thunderbird 350X,165000,2019,1st owner,3700
Royal,Royal Enfield Thunderbird 350X,145000,2019,1st owner,2700
Royal,Royal Enfield Classic Signals,195000,2018,1st owner,2845
Royal,Royal Enfield Bullet 500,130000,2015,1st owner,34601
Benelli,Benelli TNT 25,160000,2017,1st owner,2009
Honda,Honda CBR-250R,85000,2014,2nd owner,18600
Honda,Honda CBR-250R,100000,2011,2nd owner,3500
Royal,Royal Enfield Classic 500,95000,2014,1st owner,11500
Royal,Royal Enfield Classic 500,90000,2011,1st owner,40000
KTM,KTM RC200,165000,2019,1st owner,4000
KTM,KTM RC200,120000,2018,1st owner,6000
UM,UM Renegade Commando,160000,2018,1st owner,7000
UM,UM Renegade Commando,140000,2017,2nd owner,40000
Royal,Royal Enfield Classic Desert Storm,150000,2017,1st owner,16500
Royal,Royal Enfield Classic Desert Storm,100000,2012,1st owner,15000
Royal,Royal Enfield Classic Desert Storm,130000,2015,2nd owner,25000
Royal,Royal Enfield Classic Squadron Blue,140000,2017,1st owner,25000
Royal,Royal Enfield Classic Desert Storm,150000,2015,1st owner,23000
UM,UM Renegade Mojave,170000,2019,1st owner,1400
Royal,Royal Enfield Classic Chrome,135000,2015,1st owner,45000
Royal,Royal Enfield Classic Chrome,185000,2015,2nd owner,5000
Royal,Royal Enfield Thunder 500,175000,2018,1st owner,3000
Royal,Royal Enfield Thunder 500,110000,2017,1st owner,14000
Royal,Royal Enfield Thunder 500,105000,2015,1st owner,5400
Royal,Royal Enfield Thunderbird 500,125000,2014,1st owner,25000
Mahindra,Mahindra Mojo XT300,165000,2017,1st owner,1933
Royal,Royal Enfield Thunderbird 500X,185000,2018,1st owner,1500
Honda,Honda CBR-250R,100000,2014,1st owner,19000
KTM,KTM 390 Duke ABS [2013-2016],130000,2015,1st owner,50000
KTM,KTM 390 Duke ABS [2013-2016],180000,2015,2nd owner,13125
Honda,Honda CBR-250R,120000,2016,1st owner,16000
Honda,Honda CBR-250R,200000,2019,1st owner,5500
Royal,Royal Enfield Classic Stealth Black,160000,2018,1st owner,7500
Royal,Royal Enfield Continental GT [2013 - 2018],110000,2014,1st owner,12077
KTM,KTM RC390,135000,2017,1st owner,21700
KTM,KTM 390 Duke ,115000,2016,1st owner,7000
Kawasaki,Kawasaki Ninja 250R,125000,2010,2nd owner,21000
Hyosung,Hyosung GT250R,135000,2016,2nd owner,16500
BMW,BMW G310GS,300000,2018,1st owner,2500
Yamaha,Yamaha YZF R3,365000,2019,1st owner,1127
Kawasaki,Kawasaki Ninja 300,300000,2016,1st owner,9800
Harley,Harley-Davidson Street 750,330000,2014,3rd owner,6500
Kawasaki,Kawasaki Ninja 650 [2018-2019],300000,2011,1st owner,12000
Kawasaki,Kawasaki Ninja 650 [2018-2019],425000,2017,2nd owner,13600
Suzuki,Suzuki GSX S750,760000,2019,1st owner,2800
Harley,Harley-Davidson Street Bob,750000,2013,2nd owner,12000
Royal,Royal Enfield Classic 350,175000,2019,1st owner,350
Honda,Honda Dio,45000,2017,1st owner,5650
Yamaha,Yamaha SZ [2013-2014],20000,2011,2nd owner,21000
Royal,Royal Enfield Bullet 350 [2007-2011],180000,2008,2nd owner,39000
Hero,Hero Honda CBZ extreme,30000,2010,1st owner,32000
Jawa,Jawa 42,185000,2020,1st owner,1700
Hero,Hero Honda Glamour,25000,2006,1st owner,27000
Hero,Hero Passion Pro 110,15000,2008,1st owner,60000
Jawa,Jawa Standard,180000,2019,1st owner,2000
Royal,Royal Enfield Thunderbird 350,110000,2016,1st owner,20000
TVS,TVS Apache RTR 160 4V,80000,2018,1st owner,15210
Hero,Hero Honda Splendor NXG,21000,2009,1st owner,10000
Honda,Honda X-Blade,65000,2018,1st owner,27000
Hero,Hero Honda Passion PRO [2012],30000,2011,1st owner,42000
Royal,Royal Enfield Thunderbird 350,90000,2015,3rd owner,13000
Bajaj,Bajaj Dominar 400,125000,2017,1st owner,12800
KTM,KTM 390 Duke,175000,2017,1st owner,4600
Royal,Royal Enfield Electra 5 S,90000,2010,2nd owner,40000
Hero,Hero Honda Passion Plus,25000,2006,1st owner,75000
Bajaj,Bajaj Pulsar 150,25000,2010,1st owner,42000
Royal,Royal Enfield Bullet 350,90000,2014,1st owner,13000
Bajaj,Bajaj Pulsar 150 [2001-2011],42000,2011,1st owner,23000
Royal,Royal Enfield Thunderbird 350,85000,2013,1st owner,21000
Royal,Royal Enfield Electra 4 S,90000,2008,1st owner,50000
TVS,TVS Scooty Pep Plus,35000,2012,1st owner,8150
TVS,TVS Apache RTR 160,35000,2013,1st owner,55750
Bajaj,Bajaj Pulsar 150,29500,2013,1st owner,27000
Suzuki,Suzuki Intruder 150,95000,2018,1st owner,21938
Hero,Hero Honda Karizma ZMR [2010],50000,2010,1st owner,48000
Honda,Honda Dio,7500,2009,2nd owner,16000
Bajaj,Bajaj Xcd,25000,2008,1st owner,54000
Hero,Hero Splendor Plus,35000,2014,2nd owner,35000
Royal,Royal Enfield Thunderbird 350X,160000,2018,1st owner,15000
Hero,Hero Honda CD Deluxe,25000,2009,1st owner,50000
Hero,Hero CD Deluxe,25000,2014,1st owner,70000
Bajaj,Bajaj Pulsar 220S,55000,2015,1st owner,45000
Bajaj,Bajaj Pulsar 150,42000,2015,1st owner,22770
Hero,Hero Splendor Plus,30000,2015,1st owner,30000
Royal,Royal Enfield Thunderbird 350X,160000,2019,1st owner,6330
Royal,Royal Enfield Classic 350,175000,2020,1st owner,500
Bajaj,Bajaj Pulsar 150,40000,2013,1st owner,43400
Bajaj,Bajaj Pulsar NS160,85000,2018,1st owner,7004
Suzuki,Suzuki Gixxer SF,80000,2018,1st owner,12500
TVS,TVS Apache RTR 200 4V,95000,2018,1st owner,9600
TVS,TVS XL 100 Heavy Duty,40000,2019,1st owner,11000
Hero,Hero HF Deluxe,40000,2018,1st owner,13000
Aprilia,Aprilia SR 125,75000,2019,1st owner,3500
Hero,Hero Honda Glamour,30000,2008,1st owner,7500
Hero,Hero Honda Passion Plus,7500,2004,1st owner,120000
Vespa,Vespa SXL 149,80000,2018,1st owner,18803
TVS,TVS Scooty Pep Plus,18000,2010,1st owner,20000
Royal,Royal Enfield Thunderbird 350,83900,2014,2nd owner,22000
Honda,Honda Shine,50000,2017,1st owner,23000
Hero,Hero Honda CBZ extreme,25000,2010,1st owner,40000
Royal,Royal Enfield Classic 350,125000,2017,1st owner,18000
Royal,Royal Enfield Continental GT 650,299000,2019,1st owner,1500
Hero,Hero Honda CBZ extreme,20000,2007,1st owner,90000
KTM,KTM 200 Duke,72000,2013,1st owner,36500
Royal,Royal Enfield Classic 350,85000,2013,1st owner,49000
Bajaj,Bajaj Dominar 400,138000,2017,1st owner,15000
Royal,Royal Enfield Thunderbird 350X,150000,2018,1st owner,8500
KTM,KTM RC 390,180000,2017,1st owner,3775
Royal,Royal Enfield Thunderbird 350,100000,2015,1st owner,14500
KTM,KTM 390 Duke,170000,2017,1st owner,14000
Royal,Royal Enfield Bullet 350,123000,2016,1st owner,7000
Suzuki,Suzuki Access 125,60000,2017,1st owner,4000
TVS,TVS Apache RTR 200 4V,100000,2017,1st owner,45000
Bajaj,Bajaj Pulsar 150,50000,2007,1st owner,52000
Hero,Hero HF Deluxe,43000,2018,1st owner,60000
Suzuki,Suzuki Access 125,40000,2015,1st owner,2300
Hero,Hero HF Deluxe,30000,2016,1st owner,50000
KTM,KTM RC 200,130000,2017,1st owner,27000
Bajaj,Bajaj CT 100,32000,2017,1st owner,40000
Hero,Hero Honda Pleasure,23000,2010,1st owner,32000
Royal,Royal Enfield Classic 350,125000,2017,1st owner,36000
Bajaj,Bajaj Pulsar 150,80000,2019,1st owner,8000
TVS,TVS Flame,15000,2010,1st owner,12000
Royal,Royal Enfield Classic 350,170000,2018,1st owner,5600
Royal,Royal Enfield Electra 5 S,60000,2007,2nd owner,19612
Bajaj,Bajaj Pulsar 150,41000,2012,1st owner,17000
Honda,Honda Shine,35000,2012,1st owner,33700
Honda,Honda Shine,36999,2011,1st owner,21000
Suzuki,Suzuki Gixxer SF,60000,2016,1st owner,15000
TVS,TVS Sport,12000,2007,1st owner,72000
Bajaj,Bajaj Boxer,10000,2000,1st owner,30000
Hero,Hero Honda Hunk,56000,2015,1st owner,48000
Hero,Hero Honda Hunk,58000,2015,1st owner,48000
Bajaj,Bajaj Avenger Cruise 220,87000,2018,1st owner,8000
Hero,Hero HF Deluxe,60000,2019,1st owner,6000
Bajaj,Bajaj Platina 100,40000,2018,1st owner,17000
Bajaj,Bajaj Pulsar 220 Fi,25000,2012,1st owner,44000
Bajaj,Bajaj Pulsar 150,15000,2006,1st owner,55000
TVS,TVS Apache RTR 160,65000,2017,1st owner,46000
Bajaj,Bajaj Pulsar 150,70000,2019,1st owner,6500
Hero,Hero Honda Glamour,15000,2006,1st owner,80000
Royal,Royal Enfield Classic 350,145000,2017,1st owner,2200
Royal,Royal Enfield Bullet 350 [2007-2011],90000,2007,1st owner,3500
Hero,Hero Honda Passion,9000,2002,2nd owner,66191
TVS,TVS Apache RTR 200 4V,95000,2018,1st owner,9600
Honda,Honda Shine,30000,2010,1st owner,46782
Hero,Hero Splendor Plus,17000,2010,2nd owner,50000
Royal,Royal Enfield Thunderbird 350,125000,2017,1st owner,23500
Bajaj,Bajaj CT 110,20000,2015,1st owner,25000
KTM,KTM RC 390,210000,2017,1st owner,12000
Bajaj,Bajaj Pulsar 220F,70000,2018,1st owner,33000
Bajaj,Bajaj Xcd,10000,2008,1st owner,50000
Bajaj,Bajaj Pulsar 150,35000,2010,1st owner,40000
TVS,TVS Centra,10000,2005,1st owner,50000
Hero,Hero Super Splendor,50000,2016,1st owner,20000
TVS,TVS Scooty Pep Plus,30000,2011,1st owner,20000
Hero,Hero Honda Splendor Plus,15000,2005,1st owner,65000
Hero,Hero CD Deluxe,15000,2014,2nd owner,34000
Hero,Hero Honda Passion PRO [2012],25000,2011,1st owner,20000
Hero,Hero HF Deluxe i3s,54000,2019,1st owner,11000
Bajaj,Bajaj Xcd,25000,2007,1st owner,75000
Royal,Royal Enfield Interceptor 650,260000,2019,1st owner,1200
Bajaj,Bajaj Kristal,15000,2007,1st owner,30000
Hero,Hero Honda Splendor Plus,20000,2006,1st owner,23000
Bajaj,Bajaj Discover 135,20000,2010,1st owner,31195
Vespa,Vespa SXL 149,98000,2019,1st owner,1000
Royal,Royal Enfield Machismo,75000,2008,2nd owner,17000
Bajaj,Bajaj Pulsar 150,60000,2014,1st owner,60000
TVS,TVS Apache RTR 160,50000,2016,1st owner,40000
Honda,Honda Dio,35000,2014,1st owner,25000
Royal,Royal Enfield Thunderbird 350,160000,2018,1st owner,19000
Hero,Hero Honda CBZ extreme,42000,2010,1st owner,51000
Bajaj,Bajaj Dominar 400,200000,2019,1st owner,7600
Honda,Honda Activa 125,40000,2014,1st owner,14965
KTM,KTM 250 Duke,195000,2019,1st owner,6000
KTM,KTM RC 390,270000,2019,1st owner,2380
TVS,TVS Apache RTR 200 4V,85000,2018,1st owner,10000
Bajaj,Bajaj Pulsar NS200,85000,2018,1st owner,7750
Royal,Royal Enfield Thunderbird 350,100000,2015,1st owner,30000
Royal,Royal Enfield Classic 350,95000,2015,1st owner,9800
Suzuki,Suzuki Access 125,45000,2017,1st owner,22300
Royal,Royal Enfield Thunderbird 350X,140000,2018,1st owner,5505
Yamaha,Yamaha Rx,70000,2000,3rd owner,5000
Hero,Hero Honda Splendor Plus,15000,2007,1st owner,30000
Bajaj,Bajaj Pulsar 125,65000,2019,1st owner,16000
Yamaha,Yamaha Fazer Dlx,58000,2012,1st owner,40000
Royal,Royal Enfield Classic 350,162000,2018,1st owner,17365
Hero,Hero Honda Hunk,28000,2009,1st owner,40000
Royal,Royal Enfield Interceptor 650,285000,2019,1st owner,5500
Royal,Royal Enfield Classic 350,125000,2017,1st owner,33900
Bajaj,Bajaj Pulsar 150 [2001-2011],15000,2005,1st owner,47670
TVS,TVS Apache RR310,200000,2019,1st owner,5000
Jawa,Jawa Standard,160000,2019,1st owner,5700
Hero,Hero Honda Splendor PRO,30000,2012,1st owner,22866
Bajaj,Bajaj Pulsar 220F,70000,2016,1st owner,31000
TVS,TVS Star City Plus,42000,2017,1st owner,21000
Royal,Royal Enfield Classic 350,160000,2018,1st owner,17365
Suzuki,Suzuki Access 125,45000,2017,1st owner,15000
Hero,Hero Honda Splendor Plus,12000,2005,1st owner,48000
Royal,Royal Enfield Classic 350,140000,2018,1st owner,20000
Hero,Hero Splendor Plus,25000,2012,1st owner,50000
Royal,Royal Enfield Thunderbird 350,90000,2014,1st owner,12000
Yamaha,Yamaha YZF R15 V3,120000,2018,1st owner,11500
KTM,KTM RC 200,120000,2015,1st owner,20000
Hero,Hero HF Deluxe,35000,2017,1st owner,27000
Royal,Royal Enfield Thunderbird 350,87000,2012,1st owner,20477
Hero,Hero Honda Splendor Plus,18000,2010,1st owner,35700
Hero,Hero Honda Splendor Plus,15000,2004,1st owner,14500
Bajaj,Bajaj Platina 100,30000,2018,1st owner,37000
Royal,Royal Enfield Thunderbird 350X,160000,2018,1st owner,3246
Bajaj,Bajaj Platina 100,45000,2019,1st owner,15000
Royal,Royal Enfield Thunderbird 350,120000,2017,1st owner,4050
Bajaj,Bajaj Pulsar 150,30000,2012,2nd owner,5000
Royal,Royal Enfield Thunderbird 350,120000,2017,2nd owner,9000
Hero,Hero Honda CD100SS,10000,1997,1st owner,646000
TVS,TVS Apache RTR 160,35000,2011,1st owner,25000
Royal,Royal Enfield Classic 350,140000,2016,1st owner,3654
Royal,Royal Enfield Himalayan,145000,2017,1st owner,14000
KTM,KTM 200 Duke,120000,2017,1st owner,4100
Royal,Royal Enfield Bullet 350 [2007-2011],65000,2011,2nd owner,65000
Bajaj,Bajaj Pulsar 150,8000,2005,1st owner,58000
Royal,Royal Enfield Thunderbird 350,85000,2010,1st owner,15000
Hero,Hero Passion Pro 110,39000,2013,1st owner,20000
Bajaj,Bajaj Pulsar 150,35000,2011,1st owner,35600
Royal,Royal Enfield Electra 5 S,85000,2008,1st owner,20000
Royal,Royal Enfield Interceptor 650,270000,2019,1st owner,9000
Royal,Royal Enfield Thunderbird 350,60000,2006,1st owner,40000
Hero,Hero Honda Splendor Plus,28000,2008,1st owner,70889
KTM,KTM 200 Duke,135000,2018,1st owner,24000
Royal,Royal Enfield Thunderbird 350,120000,2016,1st owner,24600
Hero,Hero Honda Splendor,10000,2000,1st owner,61000
TVS,TVS Apache RTR 160,83299,2019,1st owner,6400
Bajaj,Bajaj Pulsar 220 Fi,65000,2013,1st owner,6409
Hero,Hero Honda Karizma ZMR [2010],45000,2012,3rd owner,44000
Royal,Royal Enfield Bullet 350,110000,2015,1st owner,36000
Hero,Hero Honda CD Deluxe,14700,2005,2nd owner,30000
Suzuki,Suzuki Access 125,70000,2018,1st owner,14500
TVS,TVS Sport,35000,2018,1st owner,26600
Hero,Hero Honda Glamour,19000,2012,1st owner,32000
KTM,KTM 125 Duke,130000,2019,1st owner,3500
Bajaj,Bajaj Pulsar NS200,50000,2013,1st owner,58203
Bajaj,Bajaj Pulsar 150 [2001-2011],18000,2005,1st owner,21885
Hero,Hero Honda Splendor Plus,40000,2007,1st owner,40000
Bajaj,Bajaj Avenger Cruise 220,95000,2018,1st owner,1800
Bajaj,Bajaj Pulsar 150 [2001-2011],26500,2010,1st owner,52500
Bajaj,Bajaj Boxer,12000,2008,1st owner,17500
Bajaj,Bajaj Pulsar 150,20000,2006,1st owner,41000
Honda,Honda Shine,25000,2010,1st owner,20000
KTM,KTM 250 Duke,135000,2017,1st owner,16500
Royal,Royal Enfield Classic 350,135000,2017,1st owner,15000
Bajaj,Bajaj Super,20000,1988,1st owner,21000
Bajaj,Bajaj Pulsar 150,26000,2012,2nd owner,65000
Hero,Hero Honda CD Deluxe,24700,2012,2nd owner,40000
Hero,Hero Honda Passion PRO [2012],12000,2012,1st owner,90000
Royal,Royal Enfield Classic 350,150000,2017,1st owner,7000
Hero,Hero Honda CD100,15000,1999,2nd owner,10000
Hero,Hero Super Splendor,35000,2014,2nd owner,37541
Hero,Hero Honda Passion Plus,40000,2018,1st owner,29000
TVS,TVS Spectra,17000,2008,1st owner,50000
Hero,Hero Honda CD100,15000,2000,1st owner,50000
Bajaj,Bajaj Pulsar 220F,60000,2017,2nd owner,40000
Hero,Hero Splendor Plus,30000,2013,1st owner,20000
Bajaj,Bajaj Pulsar 150 [2001-2011],55000,2010,1st owner,42000
TVS,TVS Star City Plus,52000,2017,1st owner,25000
Bajaj,Bajaj Discover 135,12000,2007,1st owner,60000
Bajaj,Bajaj Platina 100,23000,2013,2nd owner,24000
Bajaj,Bajaj Pulsar 150,35000,2011,1st owner,36000
Bajaj,Bajaj Platina 100,20000,2012,1st owner,16295
Bajaj,Bajaj Pulsar 150,16000,2011,2nd owner,59000
Bajaj,Bajaj Pulsar 150,20000,2006,1st owner,9500
Bajaj,Bajaj Pulsar NS200,50000,2012,1st owner,46000
Hero,Hero Splendor Plus,12000,2007,1st owner,100000
Bajaj,Bajaj CT 100,40000,2018,1st owner,14000
Hero,Hero Honda Pleasure,25000,2009,1st owner,50000
Bajaj,Bajaj Platina 100,20000,2012,1st owner,16295
Hero,Hero Honda CD Deluxe,25000,2010,1st owner,35000
Bajaj,Bajaj Pulsar 150,22000,2011,1st owner,60000
TVS,TVS Apache RTR 160,40000,2014,2nd owner,50000
Bajaj,Bajaj Pulsar 220F,75000,2016,1st owner,10500
Hero,Hero Honda Passion PRO [2012],28000,2011,2nd owner,60000
Honda,Honda Dio,30000,2014,1st owner,24000
Bajaj,Bajaj Avenger Street 160,85000,2019,1st owner,3000
Hero,Hero Honda CD Deluxe,12000,2007,2nd owner,100000
Bajaj,Bajaj Pulsar 150,25000,2015,2nd owner,50000
Bajaj,Bajaj Pulsar 150,40000,2012,2nd owner,37000
Hero,Hero Honda CD Deluxe,15000,2011,1st owner,70000
TVS,TVS Excel,5000,1998,1st owner,60000
Honda,Honda Shine,40000,2015,1st owner,21121
Honda,Honda Dio,28000,2014,1st owner,13000
Hero,Hero Splendor Plus,35000,2013,1st owner,55000
Bajaj,Bajaj Xcd,25000,2007,2nd owner,100000
TVS,TVS Streak,20000,2009,2nd owner,36000
Yamaha,Yamaha YZF R15 [2011-2018],65000,2011,1st owner,29000
Yamaha,Yamaha RX135,65000,1998,3rd owner,16500
Honda,Honda Shine,37000,2014,1st owner,16145
Hero,Hero Honda Passion Plus,18000,2007,2nd owner,50000
Hero,Hero Honda Passion PRO [2012],28700,2012,2nd owner,49876
Bajaj,Bajaj Pulsar 180F,100000,2019,1st owner,1300
Hero,Hero Honda Glamour,21000,2010,1st owner,11000
Bajaj,Bajaj Pulsar 150 [2001-2011],30000,2010,2nd owner,55000
TVS,TVS Apache RTR 200 4V,90000,2019,1st owner,20000
Bajaj,Bajaj Super,6000,1991,1st owner,35000
Hero,Hero Honda Passion Plus,23500,2010,1st owner,60000
Bajaj,Bajaj Pulsar 150,55000,2015,2nd owner,40000
Hero,Hero Honda CD100,15000,1998,1st owner,65000
Bajaj,Bajaj Pulsar 220 DTS-i,40000,2011,1st owner,26000
Hero,Hero Honda Achiever,15000,2009,1st owner,86000
Hero,Hero Honda Karizma,40000,2011,2nd owner,340000
Bajaj,Bajaj Avenger Cruise 220,70000,2016,1st owner,10000
Bajaj,Bajaj Discover 135,22000,2007,1st owner,25000
Bajaj,Bajaj Pulsar 150,72000,2017,1st owner,24000
Hero,Hero HF Deluxe,30000,2014,2nd owner,35000
